id,title,category,brand,modelno,price,name,desc,cluster_id
amazon_6548,canon powershot sx130is 12.1 mp digital camera with 12x wide angle optical image stabilized zoom with 3.0-inch lcd,point shoot digital cameras,canon,sx130is,193.86,canon powershot sx130is 12.1 mp digital camera with 12x wide angle optical image stabilized zoom with 3.0-inch lcd,,734
walmart_218,griffin technology outfit gloss ipod touch 4g black,mp3 accessories,griffin technology,gb01967,24.99,griffin technology outfit gloss ipod touch 4g black,,380
amazon_17810,new-avery 5029 - self-adhesive filing labels 1 3 cut 2 3 x 3-7 16 clear 450 pack - ave5029,other office equipment,avery,,35.0,new-avery 5029 - self-adhesive filing labels 1 3 cut 2 3 x 3-7 16 clear 450 pack - ave5029,,82
walmart_2356,sharp electronics electronic dictionary pw-e550,computers,sharp,pwe550,72.58,sharp electronics electronic dictionary pw-e550,,754
amazon_10127,audio source bi8 new construction bracket in-wall 8 inches mount,speaker parts components,audiosource,bi8,17.29,audio source bi8 new construction bracket in-wall 8 inches mount,,573
walmart_1345,innovera softskin gel wrist rest black,electronics - general,innovera,51452,11.25,innovera softskin gel wrist rest black,,134
walmart_130,kensington virtuoso ipad stylus and pen,mp3 accessories,kensington,k39304us,17.54,kensington virtuoso ipad stylus and pen,,75
walmart_424,cooler master storm sniper edition black,electronics - general,coolermaster,sgc6000kxn1g,146.25,cooler master storm sniper edition black,,256
walmart_1119,startech 100mbps full low profile ethernet multi mode sc fiber pci network card pci100mmsc,networking,startech,pci100mmsc,97.52,startech 100mbps full low profile ethernet multi mode sc fiber pci network card pci100mmsc,,638
walmart_2190,benq ms612st 3d-ready projector,electronics - general,benq,ms612st,699.0,benq ms612st 3d-ready projector,,294
amazon_7824,nextware jellybean case for ipad - black,cases sleeves,nextware,jelpad-bk,18.32,nextware jellybean case for ipad - black,,704
amazon_3469,startech.com expresscard to cardbus laptop adapter cb2ec,memory card adapters,startech,cb2ec,30.0,startech.com expresscard to cardbus laptop adapter cb2ec,,745
walmart_2244,clover loc200 lock box with fan for vcr dvr,computers,clover electronics,loc200,94.24,clover loc200 lock box with fan for vcr dvr,,154
walmart_1728,scosche convertible 6 speaker adapter,car stereos,scosche,sa68,11.88,scosche convertible 6 speaker adapter,,97
amazon_5172,zyxel wap3205 wireless n access point ethernet client and universal repeater,wireless access points,zyxel,wap3205,39.99,zyxel wap3205 wireless n access point ethernet client and universal repeater,,653
amazon_15653,plantronics gamecom 367 closed-ear gaming headset,accessories supplies,plantronics,gamecom367,24.84,plantronics gamecom 367 closed-ear gaming headset,,155
walmart_1236,royal px70mx paper shredder,stationery & office machinery,royal consumer,29160j,69.99,royal px70mx paper shredder,,425
amazon_19283,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23077,9258.99,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format,,32
walmart_2438,lacie fastkey 120gb usb 3.0 flash drive,usb drives,lacie,lac130980,449.0,lacie fastkey 120gb usb 3.0 flash drive,,469
amazon_6194,brother p-touch pt-18r rechargeable labeling system,label makers,brother,pt-18r,88.99,brother p-touch pt-18r rechargeable labeling system,,842
walmart_906,startech.com cb2ec expresscard to pcmcia adapter card,networking,startech,cb2ec,52.82,startech.com cb2ec expresscard to pcmcia adapter card,,745
amazon_17274,new-smead 37160 - recycled end tab fastener folders straight cut 11 point legal manila 50 box - smd37160,laminating supplies,smead,,71.0,new-smead 37160 - recycled end tab fastener folders straight cut 11 point legal manila 50 box - smd37160,,507
walmart_2029,toshiba 55 class lcd 1080p 120hz hdtv 55g310u,television,toshiba,55g310u,899.0,toshiba 55 class lcd 1080p 120hz hdtv 55g310u,,799
walmart_561,da-lite da-plex self trimming rear projection screen - 96 x 120 av format,electronics - general,da-lite,27903,7799.99,da-lite da-plex self trimming rear projection screen - 96 x 120 av format,,373
amazon_16226,new-pendaflex 16640 - conversion folders straight cut top tab letter manila 100 box - ess16640,laminating supplies,pendaflex,,68.0,new-pendaflex 16640 - conversion folders straight cut top tab letter manila 100 box - ess16640,,496
amazon_14803,just mobile slide stand for ipad silver,audio car mounts,just mobile,st-828,27.6,just mobile slide stand for ipad silver,,402
amazon_5560,chicago white sox pink iphone 4 hard case,computers accessories,tribeca,,23.99,chicago white sox pink iphone 4 hard case,,434
amazon_3758,panasonic bb-hcm580a 21x optical zoom pan tilt security network camera silver,surveillance cameras,panasonic,bb-hcm580a,639.99,panasonic bb-hcm580a 21x optical zoom pan tilt security network camera silver,,693
amazon_4597,mukii transimp tip-pu301cb usb 3.0 2 port express card adapter,memory card adapters,mukii,tip-pu301cb,29.99,mukii transimp tip-pu301cb usb 3.0 2 port express card adapter,,333
amazon_18710,logitech portable lapdesk n315,cooling pads,logitech,939-000181,23.95,logitech portable lapdesk n315,,844
amazon_14202,bower ss2477g digital camera wrist strap 1.50-inch - grey,binocular accessories,bower,ss2477g,5.99,bower ss2477g digital camera wrist strap 1.50-inch - grey,,512
walmart_1007,xerox 108r00676 extended-capacity maintenance kit for phaser 8550 printer,printers,xerox,108r00676,151.54,xerox 108r00676 extended-capacity maintenance kit for phaser 8550 printer,,504
amazon_235,new-c9202kh toner 14000 page yield black case pack 1 - 516736,computer accessories,lexmark,,663.42,new-c9202kh toner 14000 page yield black case pack 1 - 516736,,616
walmart_784,manhattan 150705 superspeed usb to sata adapter,electronics - general,,150705,47.84,manhattan 150705 superspeed usb to sata adapter,,110
walmart_1714,s j paper mla end tab classification folder,stationery & office machinery,,s59720,64.94,s j paper mla end tab classification folder,,337
walmart_2510,sabrent 5-port usb 2.0 pci card adapter,electronics - general,sabrent,sbt-ali5y,9.88,sabrent 5-port usb 2.0 pci card adapter,,144
walmart_1720,smead a-z indexed expanding files 21 pockets kraft letter brown,stationery & office machinery,,70121,12.47,smead a-z indexed expanding files 21 pockets kraft letter brown,,460
walmart_1606,tripp lite smartonline su1500rtxl2ua 1500va tower rack mountable ups,electronics - general,tripp lite,su1500rtxl2ua,599.0,tripp lite smartonline su1500rtxl2ua 1500va tower rack mountable ups,,699
walmart_101,case logic slr camera backpack,mp3 accessories,case logic,dcb-309black,79.99,case logic slr camera backpack,,607
amazon_12852,new-standard dslr holster - cl4398,cases bags,ape case,,37.63,new-standard dslr holster - cl4398,,324
amazon_19299,inland pro iphone and ipod 3-in-one charging kit,chargers,inland,08521,9.84,inland pro iphone and ipod 3-in-one charging kit,,181
amazon_18200,da-plex base rear projection screen - 40 1 4 x 53 3 4 video format,projection screens,da-lite,,1525.99,da-plex base rear projection screen - 40 1 4 x 53 3 4 video format,,705
walmart_1121,polaroid i1237 red 12.0 mp digital camera w 3x optical zoom 2.7 lcd display,digital cameras,polaroid,cim-1237r,58.88,polaroid i1237 red 12.0 mp digital camera w 3x optical zoom 2.7 lcd display,,435
amazon_8897,joby gp1-eyen gorillapod flexible tripod yellow,,joby,gp1-0yen,14.0,joby gp1-eyen gorillapod flexible tripod yellow,,586
amazon_3254,xantech 283dmw designer blink emitter single mini wire,office electronics,xantech,283dmw,13.09,xantech 283dmw designer blink emitter single mini wire,,421
amazon_18330,new-quality park 64126 - antistatic fiberboard disk mailer 6 x 8 5 8 white recycled 25 box - qua64126,storage presentation materials,quality park,,51.15,new-quality park 64126 - antistatic fiberboard disk mailer 6 x 8 5 8 white recycled 25 box - qua64126,,241
walmart_330,scosche increased dynamic range chameleon earphones idr355md,mp3 accessories,scosche,idr355md,24.34,scosche increased dynamic range chameleon earphones idr355md,,783
amazon_2527,cooler master storm sf 19 17 laptop cooler with usb 3.0 sga-6000-kkyf1,computers accessories,cooler master,sga-6000-kkyf1,79.99,cooler master storm sf 19 17 laptop cooler with usb 3.0 sga-6000-kkyf1,,276
amazon_8297,belkin f8v235-12 12-foot y audio cable,audio cables,belkin,f8v235-12,4.86,belkin f8v235-12 12-foot y audio cable,,692
walmart_1324,kensington profit wired full size mouse,mice,kensington,k72343us,19.88,kensington profit wired full size mouse,,430
amazon_4378,d-link dcs-1100 mydlink-enabled 10 100 fixed ip network camera with built-in microphone,surveillance cameras,d-link,dcs-1100,99.82,d-link dcs-1100 mydlink-enabled 10 100 fixed ip network camera with built-in microphone,,775
amazon_4884,inner-ear sports clip earbuds - violet,printer accessories,jvc,,24.56,inner-ear sports clip earbuds - violet,,541
walmart_2328,xantech 282d designer emitter single,stereos/audio,xantech,282d,15.88,xantech 282d designer emitter single,,759
amazon_1128,new garmin 010-00777-00 foretrex 401 portable gps system gps,printers,garmin,,223.2,new garmin 010-00777-00 foretrex 401 portable gps system gps,,595
amazon_3593,sandisk microsdhctm 8gb memory card,memory cards,sandisk,sdsdq-8192,4.44,sandisk microsdhctm 8gb memory card,,121
amazon_13921,cables unlimited usb1870 usb 2.0 7-port desktop hub with power,hubs,cables unlimited,usb-1870,24.99,cables unlimited usb1870 usb 2.0 7-port desktop hub with power,,262
walmart_1252,samsung 60-2707-05 samsung galaxy tab multimedia dock,electronics - general,samsung,60-2707-05,37.88,samsung 60-2707-05 samsung galaxy tab multimedia dock,,583
amazon_14294,apricorn aegis padlock 250 gb usb 2.0 256-bit encrypted portable external hard drive a25-pl256-250 grey,usb flash drives,apricorn,a25-pl256-250,99.94,apricorn aegis padlock 250 gb usb 2.0 256-bit encrypted portable external hard drive a25-pl256-250 grey,,401
walmart_931,crosley radio keepsake usb turntable tan,stereos/audio,arkon,cr249-ta,118.0,crosley radio keepsake usb turntable tan,,348
walmart_2260,panasonic kx-tga6645b dect 6.0 plus expandable digital cordless answering system with 5 handsets,electronics - general,panasonic,kx-tg6645b,150.0,panasonic kx-tga6645b dect 6.0 plus expandable digital cordless answering system with 5 handsets,,762
amazon_17578,new-universal 73700 - manila file jackets with reinforced tabs two inch expansion letter - unv73700,laminating supplies,universal,,49.0,new-universal 73700 - manila file jackets with reinforced tabs two inch expansion letter - unv73700,,342
walmart_429,western digital 2tb my book studio edition ii external hard drive,computers,western digital,wdh2q20000n,199.0,western digital 2tb my book studio edition ii external hard drive,,619
amazon_10661,midland lxt385vp3 24-mile 22-channel frs gmrs two-way radio camouflage pair,gmrs-frs two-way radios,midland,lxt385vp3,32.52,midland lxt385vp3 24-mile 22-channel frs gmrs two-way radio camouflage pair,,825
amazon_10608,buddy products 52014 - dr. pocket steel add-on single pocket wall file letter black,printers,buddy,,,buddy products 52014 - dr. pocket steel add-on single pocket wall file letter black,,245
walmart_1380,samsung c3050 gsm cell phone gray unlocked,electronics - general,samsung,c3050,74.99,samsung c3050 gsm cell phone gray unlocked,,826
amazon_14553,paper mate 1739312 - megalead mechanical pencil starter set 0.7 mm 2 erasure refills blue barrel,printer accessories,paper mate,,23.96,paper mate 1739312 - megalead mechanical pencil starter set 0.7 mm 2 erasure refills blue barrel,,139
amazon_8494,cyber acoustics stereo headset microphone with volume mute ac-401,headsets microphones,cyber acoustics,ac401,14.61,cyber acoustics stereo headset microphone with volume mute ac-401,,789
walmart_2315,seiko slp-mrl multipurpose label,stationery & office machinery,seiko,slp-mrl,14.88,seiko slp-mrl multipurpose label,,180
walmart_996,maxell timbers wood earbuds oak,electronics - general,maxell,190243 teb-o,29.88,maxell timbers wood earbuds oak,,650
walmart_1498,visiontek radeon hd6770 1gb gddr5 graphics card,electronics - general,visiontek,900368,145.0,visiontek radeon hd6770 1gb gddr5 graphics card,,119
walmart_1311,kingston 1gb ddr pc-3200 400mhz ddr 184 pin desktop memory module,memory,kingston,kvr400x64c3a1g,50.92,kingston 1gb ddr pc-3200 400mhz ddr 184 pin desktop memory module,,797
walmart_114,xantech 100w decora-style impedance matching volume control,stereos/audio,xantech,xvcd100,56.88,xantech 100w decora-style impedance matching volume control,,105
walmart_639,audiosource bi5 5 in-wall construction bracket mount,furniture,audiosource,bi5,25.88,audiosource bi5 5 in-wall construction bracket mount,,603
walmart_1946,verbatim 1tb mediashare home network storage server,hard drives,verbatim,97159,109.98,verbatim 1tb mediashare home network storage server,,812
walmart_2266,lyoto machida mouse pad,mice,wincraft,86210010,16.99,lyoto machida mouse pad,,30
walmart_1460,sonnet carapace silicone keyboard cover,electronics - general,sonnet technologies inc,kp-mb,16.88,sonnet carapace silicone keyboard cover,,836
amazon_4519,canon powershot elph 100 hs 12 mp cmos digital camera with 4x optical zoom blue,point shoot digital cameras,canon,elph 100 hs - bl,179.0,canon powershot elph 100 hs 12 mp cmos digital camera with 4x optical zoom blue,,772
amazon_17494,new-1382920 toner 3000 page yield black case pack 1 - 516495,computer accessories,lexmark,,574.19,new-1382920 toner 3000 page yield black case pack 1 - 516495,,182
amazon_11048,griffin na02046 dflex protection system for ipod touch 4 front only,cases,griffin technology,na02046,8.99,griffin na02046 dflex protection system for ipod touch 4 front only,,484
amazon_5462,crown wcrplpdw - clean step dirt grabber mat 60-sheet refill pad 30w x 24h 4 carton white,printer accessories,crown,,,crown wcrplpdw - clean step dirt grabber mat 60-sheet refill pad 30w x 24h 4 carton white,,756
amazon_2759,marware c.e.o. hybrid for ipad 2 black 602956007722,cases sleeves,marware,602956007722,26.2,marware c.e.o. hybrid for ipad 2 black 602956007722,,721
amazon_1249,zoom zdtv wireless keyboard 9006 - keyboard - wireless - 2.4 ghz - 78 keys - touchpad - usb wireless receiver - qwerty,keyboards,zoom telephonics,9006,36.99,zoom zdtv wireless keyboard 9006 - keyboard - wireless - 2.4 ghz - 78 keys - touchpad - usb wireless receiver - qwerty,,698
walmart_2248,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,,536
amazon_18387,new-expo 8474 - dry erase eraserxl with replaceable pad felt 10w x 2d - san8474,radios,expo,,23.0,new-expo 8474 - dry erase eraserxl with replaceable pad felt 10w x 2d - san8474,,630
amazon_20693,netopia 3346n-ent adsl adsl2 modem 4 port switch,routers,netopia,3346n-ent,107.99,netopia 3346n-ent adsl adsl2 modem 4 port switch,,398
walmart_2074,basyx return shell 48-1 4 x24 x29 medium cherry,furniture,basyx,,252.0,basyx return shell 48-1 4 x24 x29 medium cherry,,544
walmart_693,canon mp41dhii printing calculator,stationery & office machinery,canon,mp41dhii,70.88,canon mp41dhii printing calculator,,60
amazon_18138,new-51644c hp 44 ink 1600 page-yield cyan case pack 1 - 512953,computer accessories,hp,,97.84,new-51644c hp 44 ink 1600 page-yield cyan case pack 1 - 512953,,714
amazon_7346,trendnet 14dbi high power wireless outdoor poe access point tew-455apbo white,wireless access points,trendnet,tew-455apbo,250.84,trendnet 14dbi high power wireless outdoor poe access point tew-455apbo white,,477
walmart_1641,griffin powerblock dual universal black,mp3 accessories,griffin,na23061,27.88,griffin powerblock dual universal black,,260
amazon_6885,samsung ec-wb700 digital camera with 14 mp and 18x optical zoom black,point shoot digital cameras,samsung,ec-wb700zbpbus,,samsung ec-wb700 digital camera with 14 mp and 18x optical zoom black,,255
amazon_16298,new-advantus 75406 - premier heavy-duty retractable id card reel 24 extension black chrome 12 box - avt75406,label makers,advantus,,77.0,new-advantus 75406 - premier heavy-duty retractable id card reel 24 extension black chrome 12 box - avt75406,,41
amazon_5635,rca ah760r cd auto cassette adapter,universal fm cassette adapters,rca,ah760r,6.79,rca ah760r cd auto cassette adapter,,645
amazon_2138,seal shield ssk107 medical grade keyboard,computers accessories,seal shield,ssk107,30.88,seal shield ssk107 medical grade keyboard,,190
amazon_19257,new-midland xtc200 hd 720p extreme action camera - mdlxtc200,binoculars,midland,,182.6,new-midland xtc200 hd 720p extreme action camera - mdlxtc200,,559
walmart_875,bravo view 12.1 ovr-121wfm overhead monitor,car stereos,bravo,ovr-121wfm,148.0,bravo view 12.1 ovr-121wfm overhead monitor,,43
walmart_172,asus us radeon 1gb gddr5 hd6870 pci express graphics card,electronics - general,asus,eah6870d2di2s1g,199.82,asus us radeon 1gb gddr5 hd6870 pci express graphics card,,794
walmart_1708,pendaflex straight cut conversion folders letter manila box of 100,stationery & office machinery,,16640,33.94,pendaflex straight cut conversion folders letter manila box of 100,,496
walmart_1905,ocz technology 110gb revodrive pci express solid state drive,hard drives,ocz technologies,oczssdpx1rvd110,429.99,ocz technology 110gb revodrive pci express solid state drive,,598
amazon_20419,techcool travel cooler,,micro innovations,5290100,8.05,techcool travel cooler,,306
walmart_1137,cooler master hyper tx 3 with intel amd support,electronics - general,coolermaster,rr-910-htx3-g1,19.99,cooler master hyper tx 3 with intel amd support,,531
amazon_14894,ibm 28p2010 toner cartridge for ibm infoprint 1130 4530 1140 4540 high-yield black,laser printer toner,ibm,28p2010,209.99,ibm 28p2010 toner cartridge for ibm infoprint 1130 4530 1140 4540 high-yield black,,487
amazon_3273,western digital my book studio ii - 2 tb 2 x 1 tb usb 2.0 firewire 800 400 esata desktop external hard drive,external hard drives,western digital,wdh2q20000n,179.99,western digital my book studio ii - 2 tb 2 x 1 tb usb 2.0 firewire 800 400 esata desktop external hard drive,,619
amazon_9095,genuine hp 56 c6656an black inkjet print cartridge,inkjet printer ink,hp,c6656an,24.19,genuine hp 56 c6656an black inkjet print cartridge,,225
walmart_1423,pny 4gb mini flash drive,usb drives,pny,p-fd4gb / mini-efm1,12.88,pny 4gb mini flash drive,,244
walmart_2158,hp black notebook sleeve,electronics - general,hp,hp nu561aa,15.0,hp black notebook sleeve,,644
amazon_11625,sabrent sbt-ali5y 5 port hi-speed usb 2.0 pci hi speed card adapter,computers accessories,sabrent,sbt-ali5y,9.39,sabrent sbt-ali5y 5 port hi-speed usb 2.0 pci hi speed card adapter,,144
amazon_18152,da-lite 27903 da-plex self trimming rear projection screen - 96 x 120 av format,projection screens,da-lite,,,da-lite 27903 da-plex self trimming rear projection screen - 96 x 120 av format,,373
amazon_11129,epson t020201 color ink cartridge,inkjet printer ink,epson,t020201,18.7,epson t020201 color ink cartridge,,494
walmart_575,garmin foretrex 401 portable gps system,fish finder,garmin,010-00777-00,174.88,garmin foretrex 401 portable gps system,,595
amazon_11428,startech.com 6 feet usb to db25 parallel printer adapter cable - m f icusb1284d25,connectors adapters,startech,icusb1284d25,14.25,startech.com 6 feet usb to db25 parallel printer adapter cable - m f icusb1284d25,,442
amazon_1303,visioneer roadwarrior mobile 600 dpi usb scanner rw120-wu,scanners,visioneer,rw120-wu,,visioneer roadwarrior mobile 600 dpi usb scanner rw120-wu,,290
amazon_17388,cardinal 14201 - zippered binder pockets 8-1 2 x 11 clear 3 pockets pack,storage presentation materials,cardinal,,,cardinal 14201 - zippered binder pockets 8-1 2 x 11 clear 3 pockets pack,,327
amazon_21076,targus rg0315c pulse backpack for notebooks up to 15.4-inch screens black,bags cases,targus,rg0315c,32.82,targus rg0315c pulse backpack for notebooks up to 15.4-inch screens black,,376
walmart_1418,lexmark t650h11a black high-yield toner print cartridge,printers,lexmark,t650h11a,565.2,lexmark t650h11a black high-yield toner print cartridge,,463
walmart_1671,sony hd output adapter cable,photography - general,sony,vmc-mhc1,32.0,sony hd output adapter cable,,718
amazon_3615,sabrent sbt-pca4 4-port usb 2.0 firewire 1394 32-bit pcmcia cardbus combo adapter,cables interconnects,sabrent,sbt-pca4,18.99,sabrent sbt-pca4 4-port usb 2.0 firewire 1394 32-bit pcmcia cardbus combo adapter,,164
walmart_652,startech 6 rj-45 to db9 cisco console management router cable,electronics - general,startech,db9concabl6,19.0,startech 6 rj-45 to db9 cisco console management router cable,,424
walmart_745,zotac geforce gt 220 synergy edition pci express 1gb ddr2 graphics card,electronics - general,zotac,zt-20203-10l,68.33,zotac geforce gt 220 synergy edition pci express 1gb ddr2 graphics card,,729
amazon_20212,startech.com 1-port pci express dual profile parallel adapter card - spp epp ecp pex1p,memory card adapters,startech,pex1p,26.99,startech.com 1-port pci express dual profile parallel adapter card - spp epp ecp pex1p,,458
walmart_2257,master caster big foot no-slip rubber wedge gray 2pk,home care,master caster,00972,8.79,master caster big foot no-slip rubber wedge gray 2pk,,377
amazon_6494,vivitar 50-in-1 card reader viv-rw-50,memory card readers,vivitar,viv-rw-50,6.45,vivitar 50-in-1 card reader viv-rw-50,,735
amazon_8070,vantec nexstar mx nst-400mx-sr dual 3.5-inch sata to usb 2.0 and esata with jbod raid 0 1 external hard drive enclosure black,hard drive enclosures,vantec,nst-400mx-sr,91.99,vantec nexstar mx nst-400mx-sr dual 3.5-inch sata to usb 2.0 and esata with jbod raid 0 1 external hard drive enclosure black,,89
walmart_1022,siig 2.5 sata superspeed usb 3.0 hard drive enclosure,electronics - general,siig,ju-sa0912-s1,20.39,siig 2.5 sata superspeed usb 3.0 hard drive enclosure,,304
walmart_7,visioneer rw120-wu roadwarrior sheetfed scanner,electronics - general,visioneer,rw120-wu,199.98,visioneer rw120-wu roadwarrior sheetfed scanner,,290
walmart_502,startech pci express to pci riser card,electronics - general,startech,pex1pci1r,47.92,startech pci express to pci riser card,,44
amazon_13540,scosche foldio p2 black leather texture folio case for ipad 2 ipd2flbk,laptop netbook computer accessories,scosche,ipd2flbk,,scosche foldio p2 black leather texture folio case for ipad 2 ipd2flbk,,612
walmart_681,optoma bl-fp200c replacement projector lamp for hd70 home theater projector,monitors,optoma,bl-fp200c,264.84,optoma bl-fp200c replacement projector lamp for hd70 home theater projector,,808
amazon_13173,ematic emw5001 full-motion wall mount kit for 37-inch to 50-inch tv with 6-feet and 15-feet hdmi cable cleaning solution and cleaning cloth,tv mounts,ematic,emw5001,79.99,ematic emw5001 full-motion wall mount kit for 37-inch to 50-inch tv with 6-feet and 15-feet hdmi cable cleaning solution and cleaning cloth,,228
walmart_294,siig usb 2.0 bay media card reader,usb drives,siig,ju-mr0012-s1,16.82,siig usb 2.0 bay media card reader,,28
walmart_1424,nzxt phantom crafted series atx full tower steel chassis black,electronics - general,nzxt,nzxt phantom,139.82,nzxt phantom crafted series atx full tower steel chassis black,,654
amazon_4691,new-si640 laser mouse w nano recvr - k72334us,connectors adapters,kensington,,46.33,new-si640 laser mouse w nano recvr - k72334us,,111
amazon_17218,pinnacle studio ultimate collection v. 15,computers accessories,avid,82103002401,99.99,pinnacle studio ultimate collection v. 15,,57
walmart_2324,motorola netopia 3346n-ent broadband router,networking,motorola,3346n-ent,103.84,motorola netopia 3346n-ent broadband router,,398
amazon_638,canon imageclass mf4570dn laser multifunction printer 4509b020aa,laser all-in-one printers,canon,mf4570dn,186.95,canon imageclass mf4570dn laser multifunction printer 4509b020aa,,540
walmart_1030,canon x25 toner cartridge 8489a001aa,printers,canon,8489a001aa,79.53,canon x25 toner cartridge 8489a001aa,,405
walmart_2519,buffalo network usb print server lpv3-u2 - print server - hi-speed usb - en fast en - 10base-t 100base-tx,computers,buffalo technology,lpv3-u2,53.84,buffalo network usb print server lpv3-u2 - print server - hi-speed usb - en fast en - 10base-t 100base-tx,,88
walmart_2096,inland titan pro rolling notebook case,computers,inland,ipi02453,47.88,inland titan pro rolling notebook case,,824
walmart_136,casio xj-a235u green slim dlp projector,electronics - general,casio,xja235u,1199.99,casio xj-a235u green slim dlp projector,,293
walmart_351,acer iconia tab with wi-fi 10.1 touchscreen tablet pc featuring android 3.0 honeycomb operating system aluminum metallic - 32gb,laptop computers,acer,a500-10s32u,498.0,acer iconia tab with wi-fi 10.1 touchscreen tablet pc featuring android 3.0 honeycomb operating system aluminum metallic - 32gb,,680
walmart_1396,dj-tech t545a 15 600w 2-way active loudspeaker,stereos/audio,dj tech,t545a,358.0,dj-tech t545a 15 600w 2-way active loudspeaker,,10
amazon_9730,plustek book reader v100,scanners,plustek,b66-bbe21-a,476.7,plustek book reader v100,,211
amazon_9635,samsung galaxy tab desktop dock ecr-d980begsta,docking stations,samsung,ecr-d980begsta,27.9,samsung galaxy tab desktop dock ecr-d980begsta,,583
amazon_13845,fellowes 8030401 laptop goriser,laptop netbook computer accessories,fellowes,8030401,14.95,fellowes 8030401 laptop goriser,,143
amazon_17879,rubbermaid 96600ros - six-tier jumbo incline sorter plastic 9 3 8 x 10 1 2 x 7 3 8 clear,laminating supplies,rubbermaid,,41.69,rubbermaid 96600ros - six-tier jumbo incline sorter plastic 9 3 8 x 10 1 2 x 7 3 8 clear,,690
walmart_595,hoffco 06-ce-mak1 mobile accessory kit,mp3 accessories,amp energy,06-ce-mak1,38.88,hoffco 06-ce-mak1 mobile accessory kit,,214
walmart_558,magnavox mdv3000 f7 dvd player w hdmi,dvd players,magnavox,mdv3000/f7,37.54,magnavox mdv3000 f7 dvd player w hdmi,,658
walmart_961,amped wireless high power outdoor 8 dbi omni-directional wi-fi antenna kit,networking,amped wireless,a8ex,94.88,amped wireless high power outdoor 8 dbi omni-directional wi-fi antenna kit,,308
amazon_172,sony mdr-ex35lp vb ex style headphones with deep bass sound violet blue,headphones,sony,mdr-ex35lp / vb,12.99,sony mdr-ex35lp vb ex style headphones with deep bass sound violet blue,,16
amazon_19484,ant 9dbi in outdoor omni-direc,connectors adapters,netgear,,,ant 9dbi in outdoor omni-direc,,235
walmart_2265,siig mini displayport to hdmi adapter,electronics - general,siig,cb-dp0b11-s1,19.88,siig mini displayport to hdmi adapter,,403
walmart_908,hp c6567b coated paper 1 roll 42-inches x 150 ft,stationery & office machinery,hp,c6567b,69.88,hp c6567b coated paper 1 roll 42-inches x 150 ft,,108
walmart_1980,sony mdras30g sport headphones - behind the neck,mp3 accessories,sony,mdras30g,19.88,sony mdras30g sport headphones - behind the neck,,514
walmart_939,sabrent usb 2.0 firewire pcmcia cardbus,networking,sabrent,sbt-pca4,14.88,sabrent usb 2.0 firewire pcmcia cardbus,,164
walmart_2121,cooler master atx centurion 534 tower black,electronics - general,coolermaster,centurion534bk,56.25,cooler master atx centurion 534 tower black,,279
walmart_134,panasonic sdr-s70s silver sd camcorder w 70x optical zoom 2.7 lcd display,camcorders,panasonic,panasonic sdr-s70-s,236.32,panasonic sdr-s70s silver sd camcorder w 70x optical zoom 2.7 lcd display,,483
amazon_14901,humminbird 778c hd fishfinder,fishfinders,humminbird,407930-1,,humminbird 778c hd fishfinder,,307
walmart_1983,incipio smart feather for apple ipad 2 lime,electronics - general,incipio,ipad-228,33.25,incipio smart feather for apple ipad 2 lime,,560
amazon_1244,zyxel gs108b 8 port gigabit ethernet switch with metal housing green energy saving technology,kvm switches,zyxel,gs108b,33.68,zyxel gs108b 8 port gigabit ethernet switch with metal housing green energy saving technology,,171
amazon_8429,accell proultra supreme b116c-007b-40 high speed hdmi cable with ethernet 2m,hdmi cables,accell,b116c-007b-40,20.66,accell proultra supreme b116c-007b-40 high speed hdmi cable with ethernet 2m,,74
walmart_303,inland pro iphone and ipod 3-in-1 charging kit,mp3 accessories,inland,08521,9.84,inland pro iphone and ipod 3-in-1 charging kit,,181
amazon_6413,eaton 3s ups 750va 5-15p 10 5-15r 5-up,audio video accessories,eaton,,84.06,eaton 3s ups 750va 5-15p 10 5-15r 5-up,,42
walmart_2147,belkin 3 cat-5e snagless patch cable blue,electronics - general,belkin,a3l791-03-blu-s,4.35,belkin 3 cat-5e snagless patch cable blue,,25
amazon_13934,brand new clarion vx401 6.2 2 din touchscreen cd dvd am fm mp3 wma receiver w usb and bluetooth,vehicle gps,clarion,,329.99,brand new clarion vx401 6.2 2 din touchscreen cd dvd am fm mp3 wma receiver w usb and bluetooth,,233
amazon_19520,new-pioneer cdx-p680 6-disc cd changer - piocdxp680,,pioneer,,134.95,new-pioneer cdx-p680 6-disc cd changer - piocdxp680,,78
amazon_1354,uniden 1360bk desktop corded telephone black one phone,corded telephones,uniden,1360bk,19.9,uniden 1360bk desktop corded telephone black one phone,,528
walmart_1716,post-it flags dispenser flags assorted-size assorted colors 340pk,stationery & office machinery,,ds420va,24.94,post-it flags dispenser flags assorted-size assorted colors 340pk,,610
amazon_4759,lexar media 8 gb flash memory card lmspd8gbbsbna,blank media,lexar,lmspd8gbbsbna,22.51,lexar media 8 gb flash memory card lmspd8gbbsbna,,565
